dataset_sample_id,image_path,source_run,source_sample_id,source_image_path,label_source,source_left_pwm,source_right_pwm,quality_score,steering,steering_delta,steering_bin,simulation_time,control_mode,target_lane,corner_radius_m,corner_curvature_1pm,lane_status,lane_error,lane_direction,decision_reason,command,left_pwm,right_pwm,expert_left_pwm,expert_right_pwm,driveability_score,safety_state,position_x,position_y,yaw,cross_track_error,heading_error,target_x,target_y
lane3_01795,images/lane_3/lane3_01795.jpg,run_20260901_131627,1799,dataset\runs\run_20260901_131627\images\frame_001799.jpg,expert_command,0.5303,0.4096,1.440919,-0.120700,0.001400,-0.15:-0.09,288.000,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5303,0.4096,,,,,3.03432,2.32095,-0.54567,0.04518,-0.08382,3.63209,1.88558
lane3_01796,images/lane_3/lane3_01796.jpg,run_20260901_131627,1800,dataset\runs\run_20260901_131627\images\frame_001800.jpg,expert_command,0.5371,0.4000,1.517414,-0.137100,0.016400,-0.15:-0.09,288.160,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5371,0.4000,,,,,3.10048,2.28133,-0.57980,0.04434,-0.09521,3.69727,1.80363
lane3_01797,images/lane_3/lane3_01797.jpg,run_20260901_131627,1801,dataset\runs\run_20260901_131627\images\frame_001801.jpg,expert_command,0.5363,0.4012,1.504745,-0.135100,0.002000,-0.15:-0.09,288.320,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5363,0.4012,,,,,3.16504,2.23916,-0.61544,0.04522,-0.09383,3.73830,1.74715
lane3_01798,images/lane_3/lane3_01798.jpg,run_20260901_131627,1802,dataset\runs\run_20260901_131627\images\frame_001802.jpg,expert_command,0.5361,0.4014,1.541087,-0.134700,0.000400,-0.15:-0.09,288.480,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5361,0.4014,,,,,3.22804,2.19425,-0.64984,0.04802,-0.09354,3.77734,1.68928
lane3_01799,images/lane_3/lane3_01799.jpg,run_20260901_131627,1803,dataset\runs\run_20260901_131627\images\frame_001803.jpg,expert_command,0.5426,0.3924,1.670724,-0.150200,0.015500,-0.22:-0.15,288.640,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5426,0.3924,,,,,3.28935,2.14679,-0.68481,0.05115,-0.10434,3.83205,1.60000
lane3_01800,images/lane_3/lane3_01800.jpg,run_20260901_131627,1804,dataset\runs\run_20260901_131627\images\frame_001804.jpg,expert_command,0.5424,0.3926,1.647890,-0.149800,0.000400,-0.15:-0.09,288.800,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5424,0.3926,,,,,3.34892,2.09674,-0.71936,0.05092,-0.10400,3.86590,1.53894
lane3_01801,images/lane_3/lane3_01801.jpg,run_20260901_131627,1806,dataset\runs\run_20260901_131627\images\frame_001806.jpg,expert_command,0.5400,0.3960,1.687888,-0.144000,0.003300,-0.15:-0.09,289.120,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5400,0.3960,,,,,3.46340,1.98990,-0.79337,0.05524,-0.09999,3.92709,1.41347
lane3_01802,images/lane_3/lane3_01802.jpg,run_20260901_131627,1807,dataset\runs\run_20260901_131627\images\frame_001807.jpg,expert_command,0.5460,0.3876,1.759169,-0.158400,0.014400,-0.22:-0.15,289.280,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5460,0.3876,,,,,3.51735,1.93292,-0.83028,0.05498,-0.10994,3.96716,1.31674
lane3_01803,images/lane_3/lane3_01803.jpg,run_20260901_131627,1808,dataset\runs\run_20260901_131627\images\frame_001808.jpg,expert_command,0.5441,0.3903,1.735201,-0.153800,0.004600,-0.22:-0.15,289.440,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5441,0.3903,,,,,3.56880,1.87437,-0.86849,0.05545,-0.10684,3.99104,1.25114
lane3_01804,images/lane_3/lane3_01804.jpg,run_20260901_131627,1809,dataset\runs\run_20260901_131627\images\frame_001809.jpg,expert_command,0.5428,0.3921,1.744809,-0.150700,0.003100,-0.22:-0.15,289.600,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5428,0.3921,,,,,3.61829,1.81422,-0.90648,0.05718,-0.10470,4.01261,1.18474
lane3_01805,images/lane_3/lane3_01805.jpg,run_20260901_131627,1810,dataset\runs\run_20260901_131627\images\frame_001810.jpg,expert_command,0.5486,0.3840,1.814208,-0.164600,0.013900,-0.22:-0.15,289.760,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5486,0.3840,,,,,3.66606,1.75223,-0.94575,0.05697,-0.11429,4.04059,1.08384
lane3_01806,images/lane_3/lane3_01806.jpg,run_20260901_131627,1811,dataset\runs\run_20260901_131627\images\frame_001811.jpg,expert_command,0.5459,0.3877,1.749894,-0.158200,0.006400,-0.22:-0.15,289.920,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5459,0.3877,,,,,3.71194,1.68846,-0.98773,0.05499,-0.10991,4.05630,1.01582
lane3_01807,images/lane_3/lane3_01807.jpg,run_20260901_131627,1812,dataset\runs\run_20260901_131627\images\frame_001812.jpg,expert_command,0.5438,0.3906,1.722787,-0.153200,0.005000,-0.22:-0.15,290.080,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5438,0.3906,,,,,3.75575,1.62282,-1.02947,0.05475,-0.10638,4.06962,0.94730
lane3_01808,images/lane_3/lane3_01808.jpg,run_20260901_131627,1813,dataset\runs\run_20260901_131627\images\frame_001813.jpg,expert_command,0.5483,0.3844,1.761212,-0.163900,0.010700,-0.22:-0.15,290.240,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5483,0.3844,,,,,3.79740,1.55550,-1.07285,0.05372,-0.11383,4.08509,0.84374
lane3_01809,images/lane_3/lane3_01809.jpg,run_20260901_131627,1814,dataset\runs\run_20260901_131627\images\frame_001814.jpg,expert_command,0.5452,0.3887,1.674012,-0.156500,0.007400,-0.22:-0.15,290.400,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5452,0.3887,,,,,3.83670,1.48651,-1.11744,0.05014,-0.10867,4.09239,0.77431
lane3_01810,images/lane_3/lane3_01810.jpg,run_20260901_131627,1815,dataset\runs\run_20260901_131627\images\frame_001815.jpg,expert_command,0.5422,0.3930,1.623780,-0.149200,0.007300,-0.15:-0.09,290.560,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5422,0.3930,,,,,3.87351,1.41596,-1.16242,0.04885,-0.10360,4.09726,0.70467
lane3_01811,images/lane_3/lane3_01811.jpg,run_20260901_131627,1816,dataset\runs\run_20260901_131627\images\frame_001816.jpg,expert_command,0.5456,0.3882,1.633694,-0.157400,0.008200,-0.22:-0.15,290.720,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5456,0.3882,,,,,3.90770,1.34399,-1.20852,0.04696,-0.10934,4.10000,0.60000
lane3_01812,images/lane_3/lane3_01812.jpg,run_20260901_131627,1817,dataset\runs\run_20260901_131627\images\frame_001817.jpg,expert_command,0.5330,0.4058,1.466668,-0.127200,0.030200,-0.15:-0.09,290.880,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5330,0.4058,,,,,3.93888,1.27061,-1.25325,0.04267,-0.08836,4.10000,0.58000
lane3_01813,images/lane_3/lane3_01813.jpg,run_20260901_131627,1818,dataset\runs\run_20260901_131627\images\frame_001818.jpg,expert_command,0.5238,0.4186,1.349501,-0.105200,0.022000,-0.15:-0.09,291.040,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5238,0.4186,,,,,3.96664,1.19588,-1.29100,0.04182,-0.07307,4.10000,0.56000
lane3_01814,images/lane_3/lane3_01814.jpg,run_20260901_131627,1819,dataset\runs\run_20260901_131627\images\frame_001819.jpg,expert_command,0.5190,0.4254,1.035286,-0.093600,0.011600,-0.15:-0.09,291.200,expert,3,2.0,0.50000,both_lanes,-37,right,simulator_ground_truth,expert_path_follow,0.5190,0.4254,,,,,3.99142,1.12014,-1.32386,0.04051,-0.06499,4.10000,0.53000
lane3_01815,images/lane_3/lane3_01815.jpg,run_20260901_131627,1820,dataset\runs\run_20260901_131627\images\frame_001820.jpg,expert_command,0.5142,0.4321,0.920805,-0.082100,0.011500,-0.09:-0.03,291.360,expert,3,2.0,0.50000,both_lanes,-41,right,simulator_ground_truth,expert_path_follow,0.5142,0.4321,,,,,4.01358,1.04362,-1.35324,0.03572,-0.05700,4.10000,0.51000
lane3_01816,images/lane_3/lane3_01816.jpg,run_20260901_131627,1821,dataset\runs\run_20260901_131627\images\frame_001821.jpg,expert_command,0.5110,0.4365,1.076350,-0.074500,0.007600,-0.09:-0.03,291.520,expert,3,2.0,0.50000,left_only,-46,right,simulator_ground_truth,expert_path_follow,0.5110,0.4365,,,,,4.03339,0.96650,-1.38016,0.03347,-0.05175,4.10000,0.49000
lane3_01817,images/lane_3/lane3_01817.jpg,run_20260901_131627,1822,dataset\runs\run_20260901_131627\images\frame_001822.jpg,expert_command,0.5108,0.4368,0.820211,-0.074000,0.000500,-0.09:-0.03,291.680,expert,3,2.0,0.50000,both_lanes,-52,right,simulator_ground_truth,expert_path_follow,0.5108,0.4368,,,,,4.05112,0.88892,-1.40595,0.03126,-0.05137,4.10000,0.46000
lane3_01818,images/lane_3/lane3_01818.jpg,run_20260901_131627,1823,dataset\runs\run_20260901_131627\images\frame_001823.jpg,expert_command,0.5103,0.4376,0.679464,-0.072700,0.001300,-0.09:-0.03,291.840,expert,3,2.0,0.50000,both_lanes,-45,right,simulator_ground_truth,expert_path_follow,0.5103,0.4376,,,,,4.06689,0.81096,-1.43134,0.02224,-0.05044,4.10000,0.44000
lane3_01819,images/lane_3/lane3_01819.jpg,run_20260901_131627,1824,dataset\runs\run_20260901_131627\images\frame_001824.jpg,expert_command,0.5112,0.4363,0.587887,-0.074900,0.002200,-0.09:-0.03,292.000,expert,3,2.0,0.50000,both_lanes,-35,right,simulator_ground_truth,expert_path_follow,0.5112,0.4363,,,,,4.08089,0.73275,-1.45774,0.01577,-0.05201,4.10000,0.42000
lane3_01820,images/lane_3/lane3_01820.jpg,run_20260901_131627,1825,dataset\runs\run_20260901_131627\images\frame_001825.jpg,expert_command,0.5144,0.4318,0.632269,-0.082600,0.007700,-0.09:-0.03,292.160,expert,3,2.0,0.50000,both_lanes,-30,right,simulator_ground_truth,expert_path_follow,0.5144,0.4318,,,,,4.09318,0.65436,-1.48658,0.01642,-0.05741,4.10000,0.40000
lane3_01821,images/lane_3/lane3_01821.jpg,run_20260901_131627,1826,dataset\runs\run_20260901_131627\images\frame_001826.jpg,expert_command,0.5212,0.4224,0.551791,-0.098800,0.016200,-0.15:-0.09,292.320,expert,3,2.0,0.50000,both_lanes,-24,forward,simulator_ground_truth,expert_path_follow,0.5212,0.4224,,,,,4.10386,0.57591,-1.52006,0.00562,-0.06861,4.10000,0.36000
lane3_01822,images/lane_3/lane3_01822.jpg,run_20260901_131627,1827,dataset\runs\run_20260901_131627\images\frame_001827.jpg,expert_command,0.5219,0.4213,0.638479,-0.100600,0.001800,-0.15:-0.09,292.480,expert,3,2.0,0.50000,both_lanes,-16,forward,simulator_ground_truth,expert_path_follow,0.5219,0.4213,,,,,4.11261,0.49747,-1.55883,0.01286,-0.06987,4.10000,0.28000
lane3_01823,images/lane_3/lane3_01823.jpg,run_20260901_131627,1828,dataset\runs\run_20260901_131627\images\frame_001828.jpg,expert_command,0.5145,0.4317,0.639315,-0.082800,0.017800,-0.09:-0.03,292.640,expert,3,2.0,0.50000,both_lanes,-1,forward,simulator_ground_truth,expert_path_follow,0.5145,0.4317,,,,,4.11807,0.41890,-1.59572,0.01811,-0.05745,4.10000,0.20000
lane3_01824,images/lane_3/lane3_01824.jpg,run_20260901_131627,1829,dataset\runs\run_20260901_131627\images\frame_001829.jpg,expert_command,0.5015,0.4500,0.551901,-0.051500,0.031300,-0.09:-0.03,292.800,expert,3,2.0,0.50000,both_lanes,15,forward,simulator_ground_truth,expert_path_follow,0.5015,0.4500,,,,,4.11941,0.34007,-1.62299,0.01941,-0.03576,4.10000,0.12000
lane3_01825,images/lane_3/lane3_01825.jpg,run_20260901_131627,1830,dataset\runs\run_20260901_131627\images\frame_001830.jpg,expert_command,0.4861,0.4714,0.364372,-0.014700,0.036800,-0.03:+0.03,292.960,expert,3,2.0,0.50000,both_lanes,-17,forward,simulator_ground_truth,expert_path_follow,0.4861,0.4714,,,,,4.11687,0.26086,-1.63685,0.01689,-0.01018,4.10000,0.04000
lane3_01826,images/lane_3/lane3_01826.jpg,run_20260901_131627,1832,dataset\runs\run_20260901_131627\images\frame_001832.jpg,expert_command,0.4573,0.4962,0.309541,0.038900,0.020100,+0.03:+0.09,293.280,expert,3,2.0,0.50000,both_lanes,22,forward,simulator_ground_truth,expert_path_follow,0.4573,0.4962,,,,,4.10638,0.10193,-1.62660,0.00667,0.02705,4.10000,-0.12000
lane3_01827,images/lane_3/lane3_01827.jpg,run_20260901_131627,1833,dataset\runs\run_20260901_131627\images\frame_001833.jpg,expert_command,0.4509,0.5008,0.292880,0.049900,0.011000,+0.03:+0.09,293.440,expert,3,2.0,0.50000,both_lanes,22,forward,simulator_ground_truth,expert_path_follow,0.4509,0.5008,,,,,4.10101,0.02276,-1.60993,0.00294,0.03459,4.10000,-0.20000
lane3_01828,images/lane_3/lane3_01828.jpg,run_20260901_131627,1834,dataset\runs\run_20260901_131627\images\frame_001834.jpg,expert_command,0.4480,0.5029,0.336484,0.054900,0.005000,+0.03:+0.09,293.600,expert,3,2.0,0.50000,both_lanes,12,forward,simulator_ground_truth,expert_path_follow,0.4480,0.5029,,,,,4.09568,-0.05635,-1.58959,0.00565,0.03808,4.10000,-0.28000
lane3_01829,images/lane_3/lane3_01829.jpg,run_20260901_131627,1835,dataset\runs\run_20260901_131627\images\frame_001835.jpg,expert_command,0.4506,0.5010,0.592773,0.050400,0.004500,+0.03:+0.09,293.760,expert,3,2.0,0.50000,left_only,-12,forward,simulator_ground_truth,expert_path_follow,0.4506,0.5010,,,,,4.09154,-0.13546,-1.56807,0.00960,0.03495,4.10000,-0.36000
lane3_01830,images/lane_3/lane3_01830.jpg,run_20260901_131627,1836,dataset\runs\run_20260901_131627\images\frame_001836.jpg,expert_command,0.4568,0.4966,0.619043,0.039800,0.010600,+0.03:+0.09,293.920,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4568,0.4966,,,,,4.08951,-0.21468,-1.54979,0.01148,0.02765,4.10000,-0.43000
lane3_01831,images/lane_3/lane3_01831.jpg,run_20260901_131627,1837,dataset\runs\run_20260901_131627\images\frame_001837.jpg,expert_command,0.4679,0.4886,0.539690,0.020700,0.019100,-0.03:+0.03,294.080,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4679,0.4886,,,,,4.08975,-0.29409,-1.53774,0.01104,0.01439,4.10000,-0.51000
lane3_01832,images/lane_3/lane3_01832.jpg,run_20260901_131627,1838,dataset\runs\run_20260901_131627\images\frame_001838.jpg,expert_command,0.4800,0.4800,0.421358,0.000000,0.020700,-0.03:+0.03,294.240,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.4800,0.4800,,,,,4.09192,-0.37376,-1.53347,0.00891,0.00003,4.10000,-0.59000
lane3_01833,images/lane_3/lane3_01833.jpg,run_20260901_131627,1839,dataset\runs\run_20260901_131627\images\frame_001839.jpg,expert_command,0.5105,0.4373,0.757613,-0.073200,0.073200,-0.09:-0.03,294.400,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5105,0.4373,,,,,4.09491,-0.45316,-1.54513,0.00600,-0.05079,4.08509,-0.84374
lane3_01834,images/lane_3/lane3_01834.jpg,run_20260901_131627,1840,dataset\runs\run_20260901_131627\images\frame_001840.jpg,expert_command,0.5380,0.3988,0.987752,-0.139200,0.066000,-0.15:-0.09,294.560,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5380,0.3988,,,,,4.09792,-0.53159,-1.58637,0.00261,-0.09669,4.03185,-1.11764
lane3_01835,images/lane_3/lane3_01835.jpg,run_20260901_131627,1841,dataset\runs\run_20260901_131627\images\frame_001841.jpg,expert_command,0.5515,0.3799,1.184233,-0.171600,0.032400,-0.22:-0.15,294.720,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5515,0.3799,,,,,4.10095,-0.60921,-1.64722,0.00926,-0.11913,3.95437,-1.34921
lane3_01836,images/lane_3/lane3_01836.jpg,run_20260901_131627,1842,dataset\runs\run_20260901_131627\images\frame_001842.jpg,expert_command,0.5396,0.3965,1.165233,-0.143100,0.028500,-0.15:-0.09,294.880,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5396,0.3965,,,,,4.10197,-0.68639,-1.70746,0.01689,-0.09937,3.92709,-1.41347
lane3_01837,images/lane_3/lane3_01837.jpg,run_20260901_131627,1843,dataset\runs\run_20260901_131627\images\frame_001843.jpg,expert_command,0.5370,0.4002,1.040341,-0.136800,0.006300,-0.15:-0.09,295.040,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5370,0.4002,,,,,4.09690,-0.76333,-1.75677,0.01187,-0.09496,3.88201,-1.50798
lane3_01838,images/lane_3/lane3_01838.jpg,run_20260901_131627,1844,dataset\runs\run_20260901_131627\images\frame_001844.jpg,expert_command,0.5312,0.4083,0.883012,-0.122900,0.013900,-0.15:-0.09,295.200,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5312,0.4083,,,,,4.08708,-0.83977,-1.80043,0.00443,-0.08539,3.84924,-1.56962
lane3_01839,images/lane_3/lane3_01839.jpg,run_20260901_131627,1845,dataset\runs\run_20260901_131627\images\frame_001845.jpg,expert_command,0.5271,0.4140,0.822433,-0.113100,0.009800,-0.15:-0.09,295.360,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5271,0.4140,,,,,4.07321,-0.91562,-1.83985,0.00350,-0.07858,3.81433,-1.63008
lane3_01840,images/lane_3/lane3_01840.jpg,run_20260901_131627,1846,dataset\runs\run_20260901_131627\images\frame_001846.jpg,expert_command,0.5243,0.4180,0.908060,-0.106300,0.006800,-0.15:-0.09,295.520,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5243,0.4180,,,,,4.05579,-0.99077,-1.87628,0.01181,-0.07384,3.77734,-1.68928
lane3_01841,images/lane_3/lane3_01841.jpg,run_20260901_131627,1847,dataset\runs\run_20260901_131627\images\frame_001847.jpg,expert_command,0.5279,0.4130,1.056878,-0.114900,0.008600,-0.15:-0.09,295.680,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5279,0.4130,,,,,4.03524,-1.06512,-1.91091,0.01947,-0.07981,3.71803,-1.77557
lane3_01842,images/lane_3/lane3_01842.jpg,run_20260901_131627,1848,dataset\runs\run_20260901_131627\images\frame_001848.jpg,expert_command,0.5267,0.4146,0.997445,-0.112100,0.002800,-0.15:-0.09,295.840,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5267,0.4146,,,,,4.01173,-1.13861,-1.94423,0.01664,-0.07784,3.67602,-1.83132
lane3_01843,images/lane_3/lane3_01843.jpg,run_20260901_131627,1849,dataset\runs\run_20260901_131627\images\frame_001849.jpg,expert_command,0.5255,0.4163,1.003060,-0.109200,0.002900,-0.15:-0.09,296.000,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5255,0.4163,,,,,3.98560,-1.21112,-1.97773,0.01790,-0.07584,3.63209,-1.88558
lane3_01844,images/lane_3/lane3_01844.jpg,run_20260901_131627,1850,dataset\runs\run_20260901_131627\images\frame_001850.jpg,expert_command,0.5251,0.4169,1.065904,-0.108200,0.001000,-0.15:-0.09,296.160,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5251,0.4169,,,,,3.95668,-1.28264,-2.00988,0.02275,-0.07516,3.58629,-1.93826
lane3_01845,images/lane_3/lane3_01845.jpg,run_20260901_131627,1851,dataset\runs\run_20260901_131627\images\frame_001851.jpg,expert_command,0.5245,0.4178,1.153999,-0.106700,0.001500,-0.15:-0.09,296.320,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5245,0.4178,,,,,3.92527,-1.35302,-2.04267,0.02934,-0.07410,3.53868,-1.98932
lane3_01846,images/lane_3/lane3_01846.jpg,run_20260901_131627,1852,dataset\runs\run_20260901_131627\images\frame_001852.jpg,expert_command,0.5307,0.4090,1.264218,-0.121700,0.015000,-0.15:-0.09,296.480,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5307,0.4090,,,,,3.89123,-1.42227,-2.07452,0.03138,-0.08458,3.46400,-2.06271
lane3_01847,images/lane_3/lane3_01847.jpg,run_20260901_131627,1854,dataset\runs\run_20260901_131627\images\frame_001854.jpg,expert_command,0.5304,0.4094,1.307328,-0.121000,0.000300,-0.15:-0.09,296.800,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5304,0.4094,,,,,3.81575,-1.55686,-2.13989,0.03583,-0.08402,3.35864,-2.15429
lane3_01848,images/lane_3/lane3_01848.jpg,run_20260901_131627,1855,dataset\runs\run_20260901_131627\images\frame_001855.jpg,expert_command,0.5304,0.4095,1.378705,-0.120900,0.000100,-0.15:-0.09,296.960,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5304,0.4095,,,,,3.77426,-1.62208,-2.17258,0.04086,-0.08398,3.30363,-2.19727
lane3_01849,images/lane_3/lane3_01849.jpg,run_20260901_131627,1856,dataset\runs\run_20260901_131627\images\frame_001856.jpg,expert_command,0.5371,0.4000,1.495085,-0.137100,0.016200,-0.15:-0.09,297.120,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5371,0.4000,,,,,3.73033,-1.68583,-2.20539,0.04278,-0.09524,3.21839,-2.25808
lane3_01850,images/lane_3/lane3_01850.jpg,run_20260901_131627,1857,dataset\runs\run_20260901_131627\images\frame_001857.jpg,expert_command,0.5370,0.4003,1.490426,-0.136700,0.000400,-0.15:-0.09,297.280,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5370,0.4003,,,,,3.68394,-1.74796,-2.23886,0.04387,-0.09492,3.15984,-2.29610
lane3_01851,images/lane_3/lane3_01851.jpg,run_20260901_131627,1858,dataset\runs\run_20260901_131627\images\frame_001858.jpg,expert_command,0.5369,0.4004,1.531972,-0.136500,0.000200,-0.15:-0.09,297.440,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5369,0.4004,,,,,3.63511,-1.80846,-2.27231,0.04686,-0.09477,3.10000,-2.33205
lane3_01852,images/lane_3/lane3_01852.jpg,run_20260901_131627,1859,dataset\runs\run_20260901_131627\images\frame_001859.jpg,expert_command,0.5363,0.4012,1.593258,-0.135100,0.001400,-0.15:-0.09,297.600,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5363,0.4012,,,,,3.58397,-1.86732,-2.30684,0.05146,-0.09384,3.03894,-2.36590
lane3_01853,images/lane_3/lane3_01853.jpg,run_20260901_131627,1861,dataset\runs\run_20260901_131627\images\frame_001861.jpg,expert_command,0.5419,0.3934,1.657615,-0.148500,0.002700,-0.15:-0.09,297.920,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5419,0.3934,,,,,3.47504,-1.98032,-2.37847,0.05180,-0.10312,2.88146,-2.44101
lane3_01854,images/lane_3/lane3_01854.jpg,run_20260901_131627,1862,dataset\runs\run_20260901_131627\images\frame_001862.jpg,expert_command,0.5402,0.3957,1.689839,-0.144500,0.004000,-0.15:-0.09,298.080,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5402,0.3957,,,,,3.41734,-2.03325,-2.41564,0.05518,-0.10031,2.81674,-2.46716
lane3_01855,images/lane_3/lane3_01855.jpg,run_20260901_131627,1863,dataset\runs\run_20260901_131627\images\frame_001863.jpg,expert_command,0.5466,0.3868,1.771663,-0.159800,0.015300,-0.22:-0.15,298.240,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5466,0.3868,,,,,3.35823,-2.08398,-2.45207,0.05534,-0.11095,2.71803,-2.50211
lane3_01856,images/lane_3/lane3_01856.jpg,run_20260901_131627,1864,dataset\runs\run_20260901_131627\images\frame_001864.jpg,expert_command,0.5448,0.3893,1.733185,-0.155500,0.004300,-0.22:-0.15,298.400,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5448,0.3893,,,,,3.29747,-2.13289,-2.49101,0.05483,-0.10799,2.65127,-2.52252
lane3_01857,images/lane_3/lane3_01857.jpg,run_20260901_131627,1865,dataset\runs\run_20260901_131627\images\frame_001865.jpg,expert_command,0.5434,0.3913,1.730111,-0.152100,0.003400,-0.22:-0.15,298.560,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5434,0.3913,,,,,3.23482,-2.18003,-2.53015,0.05572,-0.10563,2.58384,-2.54059
lane3_01858,images/lane_3/lane3_01858.jpg,run_20260901_131627,1866,dataset\runs\run_20260901_131627\images\frame_001866.jpg,expert_command,0.5485,0.3841,1.789041,-0.164400,0.012300,-0.22:-0.15,298.720,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5485,0.3841,,,,,3.17041,-2.22526,-2.57124,0.05539,-0.11417,2.48162,-2.56325
lane3_01859,images/lane_3/lane3_01859.jpg,run_20260901_131627,1867,dataset\runs\run_20260901_131627\images\frame_001867.jpg,expert_command,0.5459,0.3877,1.716761,-0.158200,0.006200,-0.22:-0.15,298.880,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5459,0.3877,,,,,3.10424,-2.26840,-2.61385,0.05270,-0.10988,2.41287,-2.57538
lane3_01860,images/lane_3/lane3_01860.jpg,run_20260901_131627,1868,dataset\runs\run_20260901_131627\images\frame_001868.jpg,expert_command,0.5433,0.3913,1.678984,-0.152000,0.006200,-0.22:-0.15,299.040,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5433,0.3913,,,,,3.03638,-2.30932,-2.65714,0.05195,-0.10555,2.34374,-2.58509
lane3_01861,images/lane_3/lane3_01861.jpg,run_20260901_131627,1869,dataset\runs\run_20260901_131627\images\frame_001869.jpg,expert_command,0.5473,0.3858,1.705408,-0.161500,0.009500,-0.22:-0.15,299.200,expert,3,2.0,0.50000,left_only,-50,right,simulator_ground_truth,expert_path_follow,0.5473,0.3858,,,,,2.96691,-2.34790,-2.70182,0.05065,-0.11214,2.23951,-2.59513
